Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Info
"Mumbai",06/20/2006,78.9,89.7,84.1,72.8,69.65,98.43,12.8,,183.85,0,0,,2.7,,,"Thunderstorm Without Precipitation, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/21/2006,78.9,89.7,83,73,72.42,100.48,10.3,,160.62,0,0,,1.9,,,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/22/2006,77.1,87.9,82.8,74.3,76.01,100.19,10.3,,181.76,0.8,4,,2.3,,,"Thunderstorm, Rain Showers, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/23/2006,77.1,87.9,82.3,71.4,70.23,96.08,6.9,,188.46,0.8,4,,2.3,,,"Thunderstorm, Rain Showers, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/24/2006,77.1,89.7,84.2,72.3,68.51,96.63,11.4,,250.71,0.4,8,,2.6,,,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/25/2006,82.5,86.1,84.3,72.9,68.87,93.67,11.4,,212.5,0,4,,3.3,,,"Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/26/2006,80.7,89.7,83,73.3,73.05,98.43,17.2,,197.27,0.4,12,,2.5,,,"Precipitation In Vicinity, Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/27/2006,77.1,86.1,81.6,74.8,80.26,95.42,11.4,,215,5.5,12,,1.9,,,"Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/28/2006,78.9,87.9,82.3,75.8,81.46,100.19,12.8,,212.38,4.8,12,,1.8,,,"Precipitation In Vicinity, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/29/2006,78.9,84.3,82.7,75.9,79.93,94.42,15,,254.5,0.8,4,,2,,,"Precipitation In Vicinity, Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",06/30/2006,77.1,84.3,80.4,74.3,81.96,91.15,19.5,,247.62,1.6,20,,1.8,,,"Precipitation In Vicinity, Light Drizzle, Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/01/2006,78.9,82.5,79.7,74.6,84.52,89.7,18.3,,234.74,4.1,24,,1.7,,,"Drizzle, Precipitation In Vicinity, Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/02/2006,78.9,80.7,79.2,75,87.1,86.39,16.1,,225.33,3.7,20,,1.7,,,"Precipitation In Vicinity, Rain, Rain Showers, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/03/2006,77.1,89.7,78.9,73.7,84.71,95.04,23,,267.78,6.7,20,,1.4,,,"Rain, Heavy Rain, Light Rain",18.94017,72.83486,""
"Mumbai",07/04/2006,73.5,78.9,76.9,73.1,88.16,82.61,13.9,,288.82,10.6,24,,1.2,,,"Rain, Heavy Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/05/2006,73.5,80.7,77.7,72.2,83.31,85.52,17.2,,251.05,5.7,24,,1.4,,,"Drizzle, Rain, Heavy Rain, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/06/2006,75.3,86.1,81.2,73.6,77.97,95.42,18.3,,237.14,0.8,12,,2.2,,,"Drizzle, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/07/2006,78.9,84.3,82.5,74.3,76.57,92.68,18.3,,227.27,0,4,,2.6,,,"Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/08/2006,80.7,86.1,83,74.1,74.66,93.67,19.5,,232.27,0,4,,2.8,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/09/2006,78.9,84.3,82.2,73.7,75.51,91.15,17.2,,229.52,0,4,,2.4,,,"Drizzle, Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/10/2006,78.9,84.3,82.8,73.6,73.89,92.68,17.2,,223.75,0.3,12,,2.2,,,"Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/11/2006,78.9,86.1,81.8,73.5,76.42,91.15,17.2,,235,0.3,8,,2.5,,,"Precipitation In Vicinity, Light Drizzle, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/12/2006,80.7,84.3,82,73.6,75.82,91.15,13.9,,239.57,0.2,12,,2.2,,,"Light Drizzle, Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/13/2006,78.9,86.1,82.3,73.6,75.35,92.12,13.9,,255.83,0.1,8,,2.2,,,"Precipitation In Vicinity, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/14/2006,80.7,86.1,83.3,74.4,74.71,95.42,16.1,,243.91,0,4,,2.5,,,"Precipitation In Vicinity, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/15/2006,80.7,84.3,82.5,74.1,76.13,92.68,15,,245,0,4,,2.5,,,"Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/16/2006,80.7,86.1,82.8,74.8,77.19,95.42,16.1,,253.33,0.1,8,,2.7,,,"Light Drizzle, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/17/2006,80.7,84.3,82.2,73.7,75.72,91.15,15,,248.1,0,0,,2.8,,,"Light Drizzle, Precipitation In Vicinity, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/18/2006,78.9,86.1,81.9,73.3,75.5,93.67,15,,238.57,0,8,,2.7,,,"Precipitation In Vicinity, Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/19/2006,78.9,84.3,81.5,74.5,79.44,92.68,13.9,,231.43,0.1,4,,2.7,,,"Light Rain, Smoke Or Haze",18.94017,72.83486,""
"Mumbai",07/20/2006,78.9,84.3,81.6,73.2,75.94,91.15,16.1,,230,0,4,,2.9,,,"Light Rain, Smoke Or Haze",18.94017,72.83486,""
